OID_,Name,FolderPath,SymbolID,AltMode,Base,Clamped,Extruded,Snippet,PopupInfo,Shape_Leng,Shape_Area,zone_id,accessibility_score,commercial_score,road_density,population,dump_risk
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,50,0.5623196278315813,0.16903047597301765,4256.968670167952,0.3537394735293981,0.5872120509651999
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,51,0.5185869913506703,0.0,3232.5314200526523,0.2686122570527513,0.28135286094489564
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,52,0.4585334670384663,0.0,2679.034440120479,0.22261855931816263,0.17603735787610295
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,53,0.5672369707526524,0.0,3448.8452249041798,0.28658719118406156,0.14323432633411706
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,54,0.9999999897585597,0.9999999812485144,5624.390828996191,0.46736755774483824,0.1599621388257243
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,55,0.47739094215113176,0.0,4335.967723891468,0.3603040235269847,0.13059942834574048
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,56,0.20674748692045017,0.0,1901.8401021482807,0.1580363795452803,0.17585737784068314
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,57,0.35408131946253707,0.0,2567.0991490744336,0.21331712113717036,0.28503269423487154
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,58,0.5837089135819263,0.0,4134.821286023567,0.34358944549113135,0.6766728385528195
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,59,0.5243228274577305,0.2056188529072562,4296.71634102475,0.35704236844178866,0.7091938033800426
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,60,0.6630134907031325,0.1999596120236917,4646.173671101236,0.3860810721627085,0.29206187588304455
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,61,0.5952244559956038,0.18520082657771073,3712.4587772082596,0.308492571851,0.178569513827077
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,62,0.5626706048152545,0.12621586145733682,4239.760860297577,0.35230956363910515,0.1299404354319667
0,Ward 174,BBMP Wards,21,0,0.0,-1,0,,Ward Name: HSR Layout<br>Zone: Bommanahalli <br>Division: Bommanahalli<br>Subdivision: Bommanahalli<br>Assembly (MLA) Constituency : Bommanahalli<br>Parliament (MP) Constituency: Bangalore South,0.16257322725,0.00058695748,63,0.45023083754223514,0.42687054271075303,5020.470401348524,0.41718384471288256,0.12483592495098114
